1166	122	7	115	11	6	4
210	183	6	121	8	5	5
1807	43	17	123	8	6	4
431	57	5	104	9	6	4
4514	138	10	114	7	4	4
4127	72	18	126	9	5	5
2156	17	11	113	9	3	5
3885	34	8	119	11	6	4
1256	2	11	121	9	5	5
3753	193	11	118	10	5	3
4378	32	8	110	7	4	4
3804	182	13	124	9	4	4
